第15任總統副總統選舉候選人在高雄市各村(里)得票數一覽表,,,,,,,,,,,,
行政區別,村里別,各組候選人得票情形,,,"有效票數A
A=1+2+...+N",無效票數B,"投票數C
C=A+B","已領未投票數
D
D=E-C","發出票數E
E=C+D",用餘票數F,"選舉人數G
G=E+F","投票率H
H=C÷G"
,,"(1)
宋楚瑜
余湘","(2)
韓國瑜
張善政","(3)
蔡英文
賴清德",,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,赤東里,39,424,"1,220","1,683",19,"1,702",0,"1,702",485,"2,187",77.8235
,赤西里,27,217,365,609,8,617,0,617,163,780,79.1026
,禮蚵里,43,388,"1,143","1,574",26,"1,600",0,"1,600",420,"2,020",79.2079
,智蚵里,60,679,"1,445","2,184",19,"2,203",0,"2,203",608,"2,811",78.3707
,信蚵里,56,528,"1,181","1,765",13,"1,778",0,"1,778",489,"2,267",78.4296
,茄苳里,61,532,"1,149","1,742",11,"1,753",0,"1,753",510,"2,263",77.4635
,典寶里,71,696,"1,419","2,186",28,"2,214",0,"2,214",638,"2,852",77.6297
　旗山區,,722,"7,962","14,285","22,969",207,"23,176",0,"23,176","7,739","30,915",74.9668
,太平里,69,552,952,"1,573",17,"1,590",0,"1,590",543,"2,133",74.5429
,大德里,77,670,975,"1,722",29,"1,751",0,"1,751",501,"2,252",77.7531
,湄洲里,34,455,674,"1,163",6,"1,169",0,"1,169",434,"1,603",72.9258
,圓富里,35,449,749,"1,233",6,"1,239",0,"1,239",509,"1,748",70.8810
,中正里,28,416,551,995,6,"1,001",0,"1,001",413,"1,414",70.7921
,大林里,25,381,537,943,12,955,0,955,391,"1,346",70.9510
,上洲里,24,185,561,770,7,777,0,777,232,"1,009",77.0069
,新光里,16,202,353,571,7,578,0,578,176,754,76.6578
,南勝里,32,476,"1,090","1,598",15,"1,613",0,"1,613",474,"2,087",77.2880
,中寮里,4,29,98,131,7,138,0,138,41,179,77.0950
,東昌里,15,303,421,739,5,744,0,744,242,986,75.4564
,東平里,44,542,882,"1,468",9,"1,477",0,"1,477",431,"1,908",77.4109
,竹峰里,42,415,687,"1,144",8,"1,152",0,"1,152",373,"1,525",75.5410
,瑞吉里,40,468,948,"1,456",12,"1,468",0,"1,468",493,"1,961",74.8598
,永和里,73,743,"1,489","2,305",15,"2,320",0,"2,320",867,"3,187",72.7957
,三協里,69,574,929,"1,572",20,"1,592",0,"1,592",563,"2,155",73.8747
,鯤洲里,16,111,416,543,5,548,0,548,171,719,76.2170
,大山里,22,295,643,960,3,963,0,963,302,"1,265",76.1265
,中洲里,13,163,438,614,5,619,0,619,188,807,76.7038
,南洲里,30,317,662,"1,009",9,"1,018",0,"1,018",259,"1,277",79.7181
,廣福里,14,216,230,460,4,464,0,464,136,600,77.3333
　美濃區,,607,"11,146","13,007","24,760",224,"24,984",0,"24,984","9,228","34,212",73.0270
,福安里,44,804,977,"1,825",16,"1,841",0,"1,841",703,"2,544",72.3664
,合和里,41,809,775,"1,625",18,"1,643",0,"1,643",672,"2,315",70.9719
,祿興里,37,823,972,"1,832",13,"1,845",0,"1,845",655,"2,500",73.8000
,中壇里,37,736,688,"1,461",11,"1,472",0,"1,472",523,"1,995",73.7845
,德興里,31,570,473,"1,074",16,"1,090",0,"1,090",353,"1,443",75.5371
,龍山里,44,702,775,"1,521",13,"1,534",0,"1,534",566,"2,100",73.0476
,獅山里,44,705,"1,040","1,789",16,"1,805",0,"1,805",622,"2,427",74.3717
,龍肚里,21,488,527,"1,036",7,"1,043",0,"1,043",355,"1,398",74.6066
,廣德里,23,364,529,916,10,926,0,926,368,"1,294",71.5611
,興隆里,21,315,495,831,10,841,0,841,309,"1,150",73.1304
,中圳里,39,672,773,"1,484",9,"1,493",0,"1,493",549,"2,042",73.1146
,東門里,18,360,462,840,11,851,0,851,355,"1,206",70.5638
,泰安里,22,555,540,"1,117",8,"1,125",0,"1,125",398,"1,523",73.8674
,瀰濃里,45,694,778,"1,517",12,"1,529",0,"1,529",651,"2,180",70.1376
,清水里,31,536,689,"1,256",11,"1,267",0,"1,267",461,"1,728",73.3218
,吉洋里,24,580,714,"1,318",17,"1,335",0,"1,335",485,"1,820",73.3516
,吉和里,27,469,498,994,7,"1,001",0,"1,001",312,"1,313",76.2376
,吉東里,33,536,742,"1,311",7,"1,318",0,"1,318",459,"1,777",74.1699
,廣林里,25,428,560,"1,013",12,"1,025",0,"1,025",432,"1,457",70.3500
　六龜區,,191,"2,705","4,117","7,013",67,"7,080",0,"7,080","3,903","10,983",64.4633
,新威里,11,189,299,499,5,504,0,504,212,716,70.3911
,新興里,10,160,265,435,5,440,0,440,203,643,68.4292
,新寮里,15,160,284,459,1,460,0,460,166,626,73.4824
,新發里,19,189,363,571,5,576,0,576,395,971,59.3203
,荖濃里,28,268,464,760,6,766,0,766,576,"1,342",57.0790
,六龜里,18,214,325,557,7,564,0,564,365,929,60.7104
,義寶里,23,257,427,707,7,714,0,714,303,"1,017",70.2065
,興龍里,6,155,317,478,5,483,0,483,299,782,61.7647
,中興里,22,468,405,895,7,902,0,902,470,"1,372",65.7434
,寶來里,11,255,329,595,4,599,0,599,288,887,67.5310
,文武里,22,316,499,837,9,846,0,846,542,"1,388",60.9510
,大津里,6,74,140,220,6,226,0,226,84,310,72.9032
　甲仙區,,96,"1,698","1,755","3,549",37,"3,586",0,"3,586","1,646","5,232",68.5398
,東安里,9,130,140,279,5,284,0,284,171,455,62.4176
,西安里,17,368,241,626,5,631,0,631,222,853,73.9742
,和安里,14,251,186,451,3,454,0,454,191,645,70.3876
,大田里,21,485,526,"1,032",4,"1,036",0,"1,036",491,"1,527",67.8454
