第15任總統副總統選舉候選人在彰化縣各村(里)得票數一覽表,,,,,,,,,,,,
行政區別,村里別,各組候選人得票情形,,,"有效票數A
A=1+2+...+N",無效票數B,"投票數C
C=A+B","已領未投票數
D
D=E-C","發出票數E
E=C+D",用餘票數F,"選舉人數G
G=E+F","投票率H
H=C÷G"
,,"(1)
宋楚瑜
余湘","(2)
韓國瑜
張善政","(3)
蔡英文
賴清德",,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,東光里,84,615,909,"1,608",22,"1,630",0,"1,630",518,"2,148",75.8845
,文昌里,101,869,"1,163","2,133",36,"2,169",0,"2,169",779,"2,948",73.5753
,中和里,45,322,530,897,15,912,0,912,332,"1,244",73.3119
,新生里,64,537,727,"1,328",26,"1,354",0,"1,354",616,"1,970",68.7310
,大新里,78,497,672,"1,247",22,"1,269",0,"1,269",457,"1,726",73.5226
　二林鎮,,"1,212","12,546","15,059","28,817",447,"29,264",0,"29,264","12,074","41,338",70.7920
,豐田里,75,720,870,"1,665",29,"1,694",0,"1,694",751,"2,445",69.2843
,東和里,56,618,808,"1,482",15,"1,497",0,"1,497",542,"2,039",73.4183
,南光里,106,986,"1,095","2,187",37,"2,224",0,"2,224",832,"3,056",72.7749
,西平里,33,428,546,"1,007",17,"1,024",0,"1,024",362,"1,386",73.8817
,北平里,90,819,"1,141","2,050",30,"2,080",0,"2,080",844,"2,924",71.1354
,中西里,57,517,489,"1,063",17,"1,080",0,"1,080",507,"1,587",68.0529
,廣興里,40,355,497,892,16,908,0,908,396,"1,304",69.6319
,香田里,19,235,396,650,11,661,0,661,329,990,66.7677
,外竹里,20,287,345,652,11,663,0,663,298,961,68.9906
,興華里,19,397,369,785,7,792,0,792,340,"1,132",69.9647
,東興里,54,476,564,"1,094",16,"1,110",0,"1,110",443,"1,553",71.4746
,後厝里,93,"1,021","1,161","2,275",38,"2,313",0,"2,313",849,"3,162",73.1499
,頂厝里,33,474,304,811,12,823,0,823,482,"1,305",63.0651
,趙甲里,48,465,554,"1,067",23,"1,090",0,"1,090",439,"1,529",71.2884
,振興里,43,346,396,785,22,807,0,807,378,"1,185",68.1013
,萬興里,28,245,276,549,10,559,0,559,185,744,75.1344
,永興里,56,409,541,"1,006",5,"1,011",0,"1,011",459,"1,470",68.7755
,西庄里,36,294,518,848,11,859,0,859,374,"1,233",69.6675
,梅芳里,37,279,412,728,13,741,0,741,311,"1,052",70.4373
,華崙里,69,"1,140","1,175","2,384",39,"2,423",0,"2,423","1,061","3,484",69.5465
,萬合里,29,374,316,719,8,727,0,727,365,"1,092",66.5751
,東勢里,32,279,336,647,17,664,0,664,257,921,72.0955
,大永里,27,239,340,606,10,616,0,616,259,875,70.4000
,原斗里,34,374,505,913,5,918,0,918,311,"1,229",74.6949
,西斗里,31,333,398,762,16,778,0,778,250,"1,028",75.6809
,東華里,24,263,418,705,6,711,0,711,244,955,74.4503
,復豐里,23,173,289,485,6,491,0,491,206,697,70.4448
　田尾鄉,,710,"6,256","9,500","16,466",234,"16,700",1,"16,701","5,617","22,318",74.8275
,田尾村,27,351,463,841,12,853,0,853,391,"1,244",68.5691
,溪畔村,37,306,472,815,10,825,0,825,305,"1,130",73.0088
,打簾村,47,487,723,"1,257",22,"1,279",0,"1,279",399,"1,678",76.2217
,正義村,29,262,350,641,6,647,0,647,204,851,76.0282
,北曾村,62,406,677,"1,145",24,"1,169",0,"1,169",341,"1,510",77.4172
,南曾村,40,328,588,956,11,967,0,967,312,"1,279",75.6059
,饒平村,103,758,984,"1,845",26,"1,871",0,"1,871",598,"2,469",75.7797
,豐田村,21,245,307,573,7,580,0,580,202,782,74.1688
,仁里村,48,430,652,"1,130",10,"1,140",0,"1,140",414,"1,554",73.3591
,新厝村,21,79,93,193,1,194,0,194,58,252,76.9841
